μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:30:06,2.16
20221205 19:30:06,0.45
20221205 19:30:06,1.55
20221205 19:30:06,4.42
20221205 19:30:06,1.81
20221205 19:30:06,0.53
20221205 19:30:06,0.24
20221205 19:30:07,1.71
20221205 19:30:07,2.29
20221205 19:30:07,2.72
20221205 19:30:07,0.51
20221205 19:30:07,1.85
20221205 19:30:07,2.87
20221205 19:30:07,2.33
20221205 19:30:07,1.39
20221205 19:30:07,0.75
20221205 19:30:07,6.16
20221205 19:30:07,0.12
20221205 19:30:07,2.86
20221205 19:30:07,0.21
20221205 19:30:08,0.3
20221205 19:30:08,1.2
20221205 19:30:08,0.45
20221205 19:30:08,2.98
20221205 19:30:08,4.63
20221205 19:30:08,2.88
20221205 19:30:08,2.65
20221205 19:30:08,0.4
20221205 19:30:08,0.69
20221205 19:30:08,1
20221205 19:30:08,0.32
20221205 19:30:08,1.78
20221205 19:30:08,1.59
20221205 19:30:08,0.42
20221205 19:30:08,1.01
20221205 19:30:08,4.6
20221205 19:30:08,0.79
20221205 19:30:08,0.8
20221205 19:30:08,1.47
20221205 19:30:08,0.17
20221205 19:30:08,0.54
20221205 19:30:08,0.42
20221205 19:30:08,1.64
20221205 19:30:08,5.37
20221205 19:30:08,1.76
20221205 19:30:09,0.99
20221205 19:30:09,0.4
20221205 19:30:09,1.21
20221205 19:30:09,2.55
20221205 19:30:09,0.23
20221205 19:30:09,2.43
20221205 19:30:09,4.3
20221205 19:30:09,0.21
20221205 19:30:09,0.52
20221205 19:30:09,0.16
20221205 19:30:09,1.38
20221205 19:30:09,1.71
20221205 19:30:09,3.61
20221205 19:30:09,1.14
20221205 19:30:09,2.36
20221205 19:30:09,6.21
20221205 19:30:09,1.07
20221205 19:30:09,6.76
20221205 19:30:09,0.11
20221205 19:30:09,0.16
20221205 19:30:09,2.22
20221205 19:30:09,0.38
20221205 19:30:10,0.55
20221205 19:30:10,0.19
20221205 19:30:10,3.59
20221205 19:30:10,0.69
20221205 19:30:10,2.23
20221205 19:30:10,1.17
20221205 19:30:10,2.38
20221205 19:30:10,1.7
20221205 19:30:10,0.43
20221205 19:30:10,1.68
20221205 19:30:10,0.85
20221205 19:30:10,0.19
20221205 19:30:10,1.02
20221205 19:30:10,0.47
20221205 19:30:10,2.92
20221205 19:30:10,0.16
20221205 19:30:10,1.89
20221205 19:30:10,3.57
20221205 19:30:10,2.22
20221205 19:30:10,0.64
20221205 19:30:10,4.8
20221205 19:30:10,5.95
20221205 19:30:10,1.28
20221205 19:30:11,6.57
20221205 19:30:11,2.12
20221205 19:30:11,0.69
20221205 19:30:11,3.42
20221205 19:30:11,2.7
20221205 19:30:11,0.44
20221205 19:30:11,3.65
20221205 19:30:11,0.99
20221205 19:30:11,0.25
20221205 19:30:11,3.56
20221205 19:30:11,5.7
20221205 19:30:11,0.43
20221205 19:30:11,1.49
20221205 19:30:11,0.34
20221205 19:30:11,0.92
20221205 19:30:11,0.98
20221205 19:30:11,5.52
20221205 19:30:12,5.78
20221205 19:30:12,0.68
20221205 19:30:12,1.63
20221205 19:30:12,2.17
20221205 19:30:12,3.54
20221205 19:30:12,0.77
20221205 19:30:12,1.63
20221205 19:30:12,4.04
20221205 19:30:12,7.44
20221205 19:30:12,3.55
20221205 19:30:12,1.76
20221205 19:30:12,0.57
20221205 19:30:12,0.81
20221205 19:30:12,3.71
20221205 19:30:12,0.37
20221205 19:30:13,0.27
20221205 19:30:13,3.82
20221205 19:30:13,6
20221205 19:30:13,0.31
20221205 19:30:13,3.7
20221205 19:30:13,11.72
20221205 19:30:13,7.8
20221205 19:30:13,0.93
20221205 19:30:13,2.98
20221205 19:30:13,2.87
20221205 19:30:13,0.33
20221205 19:30:13,1.37
20221205 19:30:13,2.8
20221205 19:30:13,2.57
20221205 19:30:13,1.01
20221205 19:30:13,1.22
20221205 19:30:13,2.29
20221205 19:30:14,0.97
20221205 19:30:14,4.69
20221205 19:30:14,0.32
20221205 19:30:14,1.67
20221205 19:30:14,1.44
20221205 19:30:14,8.27
20221205 19:30:14,2.2
20221205 19:30:14,0.91
20221205 19:30:14,3.79
20221205 19:30:14,3.89
20221205 19:30:14,0.55
20221205 19:30:14,0.19
20221205 19:30:14,0.83
20221205 19:30:14,6.56
20221205 19:30:15,0.21
20221205 19:30:15,0.79
20221205 19:30:15,1.1
20221205 19:30:15,1.8
20221205 19:30:15,0.13
20221205 19:30:15,0.44
20221205 19:30:15,2.73
20221205 19:30:15,1.66
20221205 19:30:15,0.45
20221205 19:30:15,1.7
20221205 19:30:15,3
20221205 19:30:15,3.27
20221205 19:30:15,1.36
20221205 19:30:16,2.61
20221205 19:30:16,1.66
20221205 19:30:16,2.13
20221205 19:30:16,1.17
20221205 19:30:16,2.05
20221205 19:30:16,8.59
20221205 19:30:16,0.2
20221205 19:30:16,1.11
20221205 19:30:16,2.82
20221205 19:30:16,0.3
20221205 19:30:16,1.87
20221205 19:30:16,4.36
20221205 19:30:16,0.2
20221205 19:30:16,2.13
20221205 19:30:16,0.53
20221205 19:30:16,2.25
20221205 19:30:16,1.94
20221205 19:30:16,1.08
20221205 19:30:16,1.29
20221205 19:30:17,0.67
20221205 19:30:17,2.45
20221205 19:30:17,3.37
20221205 19:30:17,0.28
20221205 19:30:17,0.72
20221205 19:30:17,1.58
20221205 19:30:17,1.61
20221205 19:30:17,1.46
20221205 19:30:17,0.24
20221205 19:30:17,3.08
20221205 19:30:17,12.04
20221205 19:30:17,2.03
20221205 19:30:17,2.42
20221205 19:30:17,0.55
20221205 19:30:18,1.14
20221205 19:30:18,4.96
20221205 19:30:18,6.42
20221205 19:30:18,2.9
20221205 19:30:18,2.53
20221205 19:30:18,2.12
20221205 19:30:18,0.38
20221205 19:30:18,6.38
20221205 19:30:18,2
20221205 19:30:18,1.88
20221205 19:30:18,0.18
20221205 19:30:18,2.78
20221205 19:30:18,1.45
20221205 19:30:18,0.13
20221205 19:30:18,0.3
20221205 19:30:18,2.38
20221205 19:30:19,0.97
20221205 19:30:19,5.2
20221205 19:30:19,1.08
20221205 19:30:19,1.69
20221205 19:30:19,0.21
20221205 19:30:19,6.43
20221205 19:30:19,0.65
20221205 19:30:19,0.89
20221205 19:30:19,0.68
20221205 19:30:19,5.84
20221205 19:30:19,2.08
20221205 19:30:19,1.73
20221205 19:30:19,0.38
20221205 19:30:19,3.54
20221205 19:30:19,1.81
20221205 19:30:19,1.23
20221205 19:30:19,2.39
20221205 19:30:19,0.19
20221205 19:30:19,0.98
20221205 19:30:19,4.95
20221205 19:30:19,0.55
20221205 19:30:19,3.08
20221205 19:30:19,3.31
20221205 19:30:19,8.63
20221205 19:30:19,0.93
20221205 19:30:20,7.49
20221205 19:30:20,1.12
20221205 19:30:20,4.27
20221205 19:30:20,10.48
20221205 19:30:20,0.52
20221205 19:30:20,1.45
20221205 19:30:20,5.09
20221205 19:30:20,2.76
20221205 19:30:20,0.95
20221205 19:30:20,1.4
20221205 19:30:20,2.41
20221205 19:30:21,1.07
20221205 19:30:21,2.51
20221205 19:30:21,0.69
20221205 19:30:21,1.28
20221205 19:30:21,2.12
20221205 19:30:21,5.83
20221205 19:30:21,1.66
20221205 19:30:21,6.95
20221205 19:30:21,4.67
20221205 19:30:21,0.61
20221205 19:30:21,2.67
20221205 19:30:21,1.04
20221205 19:30:21,1.39
20221205 19:30:21,3.74
20221205 19:30:21,0.47
20221205 19:30:21,0.78
20221205 19:30:21,1.91
20221205 19:30:21,1.85
20221205 19:30:21,6.67
20221205 19:30:21,0.85
20221205 19:30:21,0.17
20221205 19:30:22,2.41
20221205 19:30:22,0.53
20221205 19:30:22,7.22
20221205 19:30:22,1.66
20221205 19:30:22,2.62
20221205 19:30:22,3.5
20221205 19:30:22,1
20221205 19:30:22,0.58
20221205 19:30:22,8.29
20221205 19:30:22,1.05
20221205 19:30:22,0.47
20221205 19:30:22,0.25
20221205 19:30:22,2.89
20221205 19:30:22,1.68
20221205 19:30:22,2.55
20221205 19:30:22,0.15
20221205 19:30:22,0.83
20221205 19:30:22,1.41
20221205 19:30:22,3.27
20221205 19:30:22,0.34
20221205 19:30:22,0.34
20221205 19:30:22,3.55
20221205 19:30:23,2.33
20221205 19:30:23,0.16
20221205 19:30:23,0.12
20221205 19:30:23,0.6
20221205 19:30:23,1.15
20221205 19:30:23,2.53
20221205 19:30:23,2.72
20221205 19:30:23,0.85
20221205 19:30:23,3.79
20221205 19:30:23,1.11
20221205 19:30:23,0.24
20221205 19:30:23,1.05
20221205 19:30:23,3.1
20221205 19:30:23,2.92
20221205 19:30:23,1.75
20221205 19:30:23,2.19
20221205 19:30:23,1.85
20221205 19:30:24,2.07
20221205 19:30:24,1.88
20221205 19:30:24,0.39
20221205 19:30:24,3.94
20221205 19:30:24,5.75
20221205 19:30:24,0.21
20221205 19:30:24,1.43
20221205 19:30:24,0.41
20221205 19:30:24,3.68
20221205 19:30:24,1.58
20221205 19:30:24,1.54
20221205 19:30:24,0.53
20221205 19:30:24,0.78
20221205 19:30:24,0.72
20221205 19:30:24,4.49
20221205 19:30:24,1.19
20221205 19:30:24,0.68
20221205 19:30:24,1.85
20221205 19:30:25,1.37
20221205 19:30:25,2.07
20221205 19:30:25,2.56
20221205 19:30:25,1.53
20221205 19:30:25,4.72
20221205 19:30:25,3.7
20221205 19:30:25,0.36
20221205 19:30:25,6.52
20221205 19:30:25,4.73
20221205 19:30:25,0.61
20221205 19:30:25,2.41
20221205 19:30:25,0.84
20221205 19:30:25,1.56
20221205 19:30:26,6.81
20221205 19:30:26,1.23
20221205 19:30:26,0.82
20221205 19:30:26,0.5
20221205 19:30:26,2.06
20221205 19:30:26,3.17
20221205 19:30:26,0.43
20221205 19:30:26,1.45
20221205 19:30:26,0.6
20221205 19:30:26,1.97
20221205 19:30:26,2.46
20221205 19:30:26,4.21
20221205 19:30:26,1.7
20221205 19:30:26,0.87
20221205 19:30:26,6.56
20221205 19:30:26,0.9
20221205 19:30:26,3.28
20221205 19:30:26,7.23
20221205 19:30:26,0.27
20221205 19:30:26,3.22
20221205 19:30:26,1.46
20221205 19:30:26,0.16
20221205 19:30:26,0.77
20221205 19:30:26,3.44
20221205 19:30:26,0.22
20221205 19:30:26,4.64
20221205 19:30:26,3.24
20221205 19:30:27,1.52
20221205 19:30:27,0.75
20221205 19:30:27,0.33
20221205 19:30:27,0.58
20221205 19:30:27,3.2
20221205 19:30:27,0.85
20221205 19:30:27,1.52
20221205 19:30:27,0.23
20221205 19:30:27,0.45
20221205 19:30:27,2.2
20221205 19:30:27,4.69
20221205 19:30:27,1.64
20221205 19:30:27,1.33
20221205 19:30:27,3.19
20221205 19:30:27,1.83
20221205 19:30:27,0.88
20221205 19:30:27,0.61
20221205 19:30:27,0.12
20221205 19:30:27,0.17
20221205 19:30:28,1.64
20221205 19:30:28,5.04
20221205 19:30:28,1.21
20221205 19:30:28,1.91
20221205 19:30:28,0.41
20221205 19:30:28,0.81
20221205 19:30:28,2.73
20221205 19:30:28,0.61
20221205 19:30:28,0.88
20221205 19:30:28,2.16
20221205 19:30:28,1.93
20221205 19:30:28,2.12
20221205 19:30:28,1.79
20221205 19:30:28,1.53
20221205 19:30:28,0.43
20221205 19:30:28,8.19
20221205 19:30:28,2.72
20221205 19:30:28,0.93
20221205 19:30:28,0.85
20221205 19:30:29,3.56
20221205 19:30:29,5.51
20221205 19:30:29,0.31
20221205 19:30:29,0.78
20221205 19:30:29,1.14
20221205 19:30:29,0.94
20221205 19:30:29,1.05
20221205 19:30:29,1.76
20221205 19:30:29,3.88
20221205 19:30:29,0.15
20221205 19:30:29,1.64
20221205 19:30:29,1.93
20221205 19:30:29,0.81
20221205 19:30:29,3.17
20221205 19:30:29,0.14
20221205 19:30:29,2.24
20221205 19:30:29,2.85
20221205 19:30:29,0.57
20221205 19:30:29,0.6
20221205 19:30:29,2.81
20221205 19:30:29,4.8
20221205 19:30:29,1.9
20221205 19:30:30,0.36
20221205 19:30:30,3.32
20221205 19:30:30,0.15
20221205 19:30:30,1.06
20221205 19:30:30,3.23
20221205 19:30:30,1.86
20221205 19:30:30,3.17
20221205 19:30:30,0.44
20221205 19:30:30,0.24
20221205 19:30:30,0.67
20221205 19:30:30,2.26
20221205 19:30:30,3.98
20221205 19:30:30,7.47
20221205 19:30:30,0.32
20221205 19:30:30,8.32
20221205 19:30:30,3.91
20221205 19:30:30,0.28
20221205 19:30:30,2.27
20221205 19:30:30,4.47
20221205 19:30:30,3.71
20221205 19:30:30,2
20221205 19:30:31,0.38
20221205 19:30:31,1.46
20221205 19:30:31,2.6
20221205 19:30:31,0.43
20221205 19:30:31,3.29
20221205 19:30:31,1.4
20221205 19:30:31,2.84
20221205 19:30:31,0.89
20221205 19:30:31,1.08
20221205 19:30:31,0.75
20221205 19:30:31,5.06
20221205 19:30:31,0.91
20221205 19:30:31,0.83
20221205 19:30:31,4.06
20221205 19:30:31,4.55
20221205 19:30:31,0.35
20221205 19:30:31,2.84
20221205 19:30:31,2.69
20221205 19:30:31,10.99
20221205 19:30:32,1.23
20221205 19:30:32,5.08
20221205 19:30:32,1.29
20221205 19:30:32,0.45
20221205 19:30:32,3.57
20221205 19:30:32,7.66
20221205 19:30:32,3.3
20221205 19:30:32,1.28
20221205 19:30:32,0.81
20221205 19:30:32,4.83
20221205 19:30:32,3.87
20221205 19:30:32,0.53
20221205 19:30:32,3.25
20221205 19:30:32,0.4
20221205 19:30:32,0.18
20221205 19:30:32,0.57
20221205 19:30:32,0.27
20221205 19:30:32,0.58
20221205 19:30:32,2.67
20221205 19:30:32,1.44
20221205 19:30:32,4.57
20221205 19:30:32,0.42
20221205 19:30:32,2.2
20221205 19:30:32,6.4
20221205 19:30:32,1.8
20221205 19:30:33,3.26
20221205 19:30:33,0.75
20221205 19:30:33,0.47
20221205 19:30:33,1.94
20221205 19:30:33,0.25
20221205 19:30:33,1.24
20221205 19:30:33,10.92
20221205 19:30:33,4.38
20221205 19:30:33,1.52
20221205 19:30:33,1.34
20221205 19:30:33,2.04
20221205 19:30:33,1.64
20221205 19:30:33,0.57
20221205 19:30:33,0.3
20221205 19:30:34,0.17
20221205 19:30:34,1.38
20221205 19:30:34,0.65
20221205 19:30:34,0.82
20221205 19:30:34,1.51
20221205 19:30:34,2.23
20221205 19:30:34,0.35
20221205 19:30:34,13.36
20221205 19:30:34,2.33
20221205 19:30:34,1.71
20221205 19:30:34,0.9
20221205 19:30:34,3.15
20221205 19:30:34,1.72
20221205 19:30:35,2.11
20221205 19:30:35,1.36
20221205 19:30:35,1.61
20221205 19:30:35,1.22
20221205 19:30:35,0.93
20221205 19:30:35,5.94
20221205 19:30:35,3.29
20221205 19:30:35,0.58
20221205 19:30:35,4.67
20221205 19:30:35,0.37
20221205 19:30:35,0.1
20221205 19:30:35,0.84
20221205 19:30:36,1.53
20221205 19:30:36,0.21
20221205 19:30:36,0.62
20221205 19:30:36,1.47
20221205 19:30:36,3.79
20221205 19:30:36,0.99
20221205 19:30:36,1.25
20221205 19:30:36,7.77
20221205 19:30:36,1.72
20221205 19:30:36,2.91
20221205 19:30:36,3.15
20221205 19:30:36,4.25
20221205 19:30:36,2.39
20221205 19:30:36,5.53
20221205 19:30:36,2.45
20221205 19:30:36,0.97
20221205 19:30:37,0.64
20221205 19:30:37,1.06
20221205 19:30:37,1.4
20221205 19:30:37,0.18
20221205 19:30:37,0.43
20221205 19:30:37,1.97
20221205 19:30:37,1.93
20221205 19:30:37,0.45
20221205 19:30:37,1.87
20221205 19:30:37,0.67
20221205 19:30:37,1.53
20221205 19:30:37,0.94
20221205 19:30:37,3.56
20221205 19:30:37,1.33
20221205 19:30:37,11.02
20221205 19:30:37,1.53
20221205 19:30:37,1.29
20221205 19:30:38,1.22
20221205 19:30:38,2.22
20221205 19:30:38,1.31
20221205 19:30:38,3.02
20221205 19:30:38,4.83
20221205 19:30:38,1.57
20221205 19:30:38,0.73
20221205 19:30:38,3.41
20221205 19:30:38,1.16
20221205 19:30:38,3.46
20221205 19:30:38,2.24
20221205 19:30:38,4.8
20221205 19:30:38,2.67
20221205 19:30:38,0.81
20221205 19:30:38,1.8
20221205 19:30:38,0.86
20221205 19:30:38,0.95
20221205 19:30:38,0.96
20221205 19:30:38,5.5
20221205 19:30:39,1.63
20221205 19:30:39,0.63
20221205 19:30:39,2.17
20221205 19:30:39,0.36
20221205 19:30:39,2.08
20221205 19:30:39,4.87
20221205 19:30:39,0.89
20221205 19:30:39,3.26
20221205 19:30:39,2.55
20221205 19:30:39,1.57
20221205 19:30:39,0.7
20221205 19:30:39,2.44
20221205 19:30:39,0.25
20221205 19:30:39,1.84
20221205 19:30:39,7.5
20221205 19:30:40,1.73
20221205 19:30:40,2.33
20221205 19:30:40,2.48
20221205 19:30:40,0.67
20221205 19:30:40,0.74
20221205 19:30:40,1.13
20221205 19:30:40,2.69
20221205 19:30:40,12.15
20221205 19:30:40,0.5
20221205 19:30:40,2.96
20221205 19:30:40,1.8
20221205 19:30:40,0.49
20221205 19:30:40,1.84
20221205 19:30:41,0.48
20221205 19:30:41,5.36
20221205 19:30:41,1.73
20221205 19:30:41,1
20221205 19:30:41,4.53
20221205 19:30:41,3.66
20221205 19:30:41,1.42
20221205 19:30:41,7.89
20221205 19:30:41,0.68
20221205 19:30:41,1.37
20221205 19:30:41,1.79
20221205 19:30:41,1.64
20221205 19:30:41,5.05
20221205 19:30:41,2.56
20221205 19:30:41,6.7
20221205 19:30:41,0.86
20221205 19:30:42,3.24
20221205 19:30:42,2.57
20221205 19:30:42,0.1
20221205 19:30:42,0.42
20221205 19:30:42,0.19
20221205 19:30:42,0.88
20221205 19:30:42,1.72
20221205 19:30:42,0.39
20221205 19:30:42,0.44
20221205 19:30:42,3.79
20221205 19:30:42,0.27
20221205 19:30:42,0.27
20221205 19:30:42,1.37
20221205 19:30:42,2.01
20221205 19:30:42,2.46
20221205 19:30:42,0.99
20221205 19:30:42,2.11
20221205 19:30:42,1.7
20221205 19:30:42,4.53
20221205 19:30:42,7.47
20221205 19:30:42,1.49
20221205 19:30:43,0.75
20221205 19:30:43,0.9
20221205 19:30:43,0.34
20221205 19:30:43,0.38
20221205 19:30:43,0.18
20221205 19:30:43,1.06
20221205 19:30:43,0.32
20221205 19:30:43,1.7
20221205 19:30:43,4.2
20221205 19:30:43,0.92
20221205 19:30:43,0.38
20221205 19:30:43,0.76
20221205 19:30:43,4.98
20221205 19:30:43,0.18
20221205 19:30:43,3.02
20221205 19:30:43,3.43
20221205 19:30:43,0.6
20221205 19:30:43,2.27
20221205 19:30:43,1.71
20221205 19:30:43,0.75
20221205 19:30:43,2.25
20221205 19:30:43,0.76
20221205 19:30:44,0.68
20221205 19:30:44,10.32
20221205 19:30:44,0.46
20221205 19:30:44,2.25
20221205 19:30:44,1.13
20221205 19:30:44,1.04
20221205 19:30:44,0.63
20221205 19:30:44,1.23
20221205 19:30:44,0.66
20221205 19:30:44,1.37
20221205 19:30:44,2.1
20221205 19:30:45,8.78
20221205 19:30:45,0.78
20221205 19:30:45,2.94
20221205 19:30:45,0.12
20221205 19:30:45,0.71
20221205 19:30:45,4.34
20221205 19:30:45,0.69
20221205 19:30:45,1.58
20221205 19:30:45,6.65
20221205 19:30:45,8.81
20221205 19:30:45,1.75
20221205 19:30:45,1.8
20221205 19:30:45,0.75
20221205 19:30:45,6.43
20221205 19:30:45,2.4
20221205 19:30:45,7.47
20221205 19:30:45,1.07
20221205 19:30:45,0.18
20221205 19:30:45,4.53
20221205 19:30:45,4.68
20221205 19:30:45,4.65
20221205 19:30:45,4.65
20221205 19:30:46,1.1
20221205 19:30:46,0.61
20221205 19:30:46,0.77
20221205 19:30:46,2.39
20221205 19:30:46,1.15
20221205 19:30:46,5.13
20221205 19:30:46,2.54
20221205 19:30:46,0.7
20221205 19:30:46,1.22
20221205 19:30:46,1.25
20221205 19:30:46,1.17
20221205 19:30:46,5.03
20221205 19:30:46,5.9
20221205 19:30:47,0.84
20221205 19:30:47,1.47
20221205 19:30:47,0.85
20221205 19:30:47,2.61
20221205 19:30:47,0.24
20221205 19:30:47,0.89
20221205 19:30:47,3.11
20221205 19:30:47,6.42
20221205 19:30:47,7.91
20221205 19:30:47,0.44
20221205 19:30:47,0.12
20221205 19:30:47,3.06
20221205 19:30:47,7.74
20221205 19:30:47,0.67
20221205 19:30:47,3.15
20221205 19:30:47,0.33
20221205 19:30:47,2.89
20221205 19:30:47,0.76
20221205 19:30:47,5.72
20221205 19:30:47,0.67
20221205 19:30:47,1.39
20221205 19:30:48,1.61
20221205 19:30:48,1.93
20221205 19:30:48,3.35
20221205 19:30:48,1.65
20221205 19:30:48,0.45
20221205 19:30:48,0.84
20221205 19:30:48,1.2
20221205 19:30:48,5.4
20221205 19:30:48,0.85
20221205 19:30:48,0.2
20221205 19:30:48,0.11
20221205 19:30:48,0.5
20221205 19:30:48,0.32
20221205 19:30:48,4.39
20221205 19:30:48,4.35
20221205 19:30:49,5.26
20221205 19:30:49,0.31
20221205 19:30:49,3.59
20221205 19:30:49,4.53
20221205 19:30:49,0.97
20221205 19:30:49,3.99
20221205 19:30:49,0.98
20221205 19:30:49,2.19
20221205 19:30:49,4.22
20221205 19:30:49,0.34
20221205 19:30:49,5.67
20221205 19:30:49,1
20221205 19:30:49,0.2
20221205 19:30:50,4.63
20221205 19:30:50,0.99
20221205 19:30:50,3.15
20221205 19:30:50,0.47
20221205 19:30:50,0.33
20221205 19:30:50,0.43
20221205 19:30:50,1.02
20221205 19:30:50,0.33
20221205 19:30:50,0.64
20221205 19:30:50,0.86
20221205 19:30:50,0.76
20221205 19:30:50,8.41
20221205 19:30:50,4.75
20221205 19:30:50,3.89
20221205 19:30:50,3.1
20221205 19:30:50,0.77
20221205 19:30:51,2.24
20221205 19:30:51,0.24
20221205 19:30:51,4.2
20221205 19:30:51,0.63
20221205 19:30:51,0.44
20221205 19:30:51,3.26
20221205 19:30:51,1.63
20221205 19:30:51,1.79
20221205 19:30:51,0.56
20221205 19:30:51,1.49
20221205 19:30:51,1.46
20221205 19:30:51,1.06
20221205 19:30:51,2.73
20221205 19:30:51,0.37
20221205 19:30:51,0.88
20221205 19:30:51,1.62
20221205 19:30:51,0.29
20221205 19:30:51,3.07
20221205 19:30:51,3.37
20221205 19:30:51,1.84
20221205 19:30:51,3.05
20221205 19:30:51,3.61
20221205 19:30:51,0.57
20221205 19:30:51,1.16
20221205 19:30:51,9.81
20221205 19:30:51,0.18
20221205 19:30:52,2.6
20221205 19:30:52,2.35
20221205 19:30:52,5.28
20221205 19:30:52,0.11
20221205 19:30:52,0.64
20221205 19:30:52,3.45
20221205 19:30:52,1.92
20221205 19:30:52,5.74
20221205 19:30:52,0.23
20221205 19:30:52,0.76
20221205 19:30:52,0.97
20221205 19:30:52,3.71
20221205 19:30:53,1.03
20221205 19:30:53,0.2
20221205 19:30:53,1.22
20221205 19:30:53,0.95
20221205 19:30:53,0.28
20221205 19:30:53,2.6
20221205 19:30:53,0.45
20221205 19:30:53,4.03
20221205 19:30:53,1.53
20221205 19:30:53,2.46
20221205 19:30:53,3.84
20221205 19:30:53,4
20221205 19:30:53,3.21
20221205 19:30:53,0.26
20221205 19:30:54,0.11
20221205 19:30:54,0.49
20221205 19:30:54,0.6
20221205 19:30:54,1.34
20221205 19:30:54,4.63
20221205 19:30:54,0.38
20221205 19:30:54,0.72
20221205 19:30:54,0.85
20221205 19:30:54,0.77
20221205 19:30:54,0.18
20221205 19:30:54,0.32
20221205 19:30:54,1.76
20221205 19:30:54,1.26
20221205 19:30:54,3.11
20221205 19:30:54,1.64
20221205 19:30:54,2.59
20221205 19:30:54,6.02
20221205 19:30:54,4.43
20221205 19:30:54,6.69
20221205 19:30:54,1.05
20221205 19:30:55,5.31
20221205 19:30:55,1.56
20221205 19:30:55,0.92
20221205 19:30:55,2.93
20221205 19:30:55,11.67
20221205 19:30:55,1.24
20221205 19:30:55,2.85
20221205 19:30:55,0.52
20221205 19:30:55,0.49
20221205 19:30:55,1.19
20221205 19:30:55,0.4
20221205 19:30:55,2.17
20221205 19:30:55,0.98
20221205 19:30:55,3.45
20221205 19:30:55,1.96
20221205 19:30:55,1.54
20221205 19:30:55,1.49
20221205 19:30:55,0.14
20221205 19:30:55,2.19
20221205 19:30:55,0.38
20221205 19:30:55,0.77
20221205 19:30:55,0.14
20221205 19:30:55,1.5
20221205 19:30:56,0.39
20221205 19:30:56,0.84
20221205 19:30:56,0.17
20221205 19:30:56,0.49
20221205 19:30:56,1.43
20221205 19:30:56,3.26
20221205 19:30:56,4.36
20221205 19:30:56,1.73
20221205 19:30:56,0.84
20221205 19:30:56,1.12
20221205 19:30:56,1.5
20221205 19:30:56,4.05
20221205 19:30:56,2.05
20221205 19:30:56,1.14
20221205 19:30:56,0.64
20221205 19:30:56,2.61
20221205 19:30:56,1.83
20221205 19:30:56,3.22
20221205 19:30:56,2.9
20221205 19:30:56,9.86
20221205 19:30:56,0.17
20221205 19:30:56,7.5
20221205 19:30:57,0.74
20221205 19:30:57,0.47
20221205 19:30:57,13.77
20221205 19:30:57,7.67
20221205 19:30:57,4.27
20221205 19:30:57,11.67
20221205 19:30:57,0.31
20221205 19:30:57,11.18
20221205 19:30:57,1.33
20221205 19:30:57,0.42
20221205 19:30:57,13.82
20221205 19:30:57,5.2
20221205 19:30:57,3.08
20221205 19:30:57,5.53
20221205 19:30:57,0.13
20221205 19:30:57,2.45
20221205 19:30:57,5.2
20221205 19:30:57,6.36
20221205 19:30:57,0.58
20221205 19:30:57,2.77
20221205 19:30:57,5.94
20221205 19:30:57,1.65
20221205 19:30:57,0.37
20221205 19:30:57,0.52
20221205 19:30:58,1.91
20221205 19:30:58,1.62
20221205 19:30:58,2.18
20221205 19:30:58,4.38
20221205 19:30:58,1.56
20221205 19:30:58,0.14
20221205 19:30:58,1.69
20221205 19:30:58,0.4
20221205 19:30:58,0.76
20221205 19:30:58,4.43
20221205 19:30:58,6.84
20221205 19:30:58,2.74
20221205 19:30:58,0.84
20221205 19:30:59,1.63
20221205 19:30:59,1.79
20221205 19:30:59,0.21
20221205 19:30:59,3.5
20221205 19:30:59,2.38
20221205 19:30:59,1.32
20221205 19:30:59,1.85
20221205 19:30:59,6.72
20221205 19:30:59,3.99
20221205 19:30:59,2.73
20221205 19:30:59,0.94
20221205 19:30:59,6.78
20221205 19:30:59,4.18
20221205 19:30:59,1.36
20221205 19:31:00,2.37
20221205 19:31:00,0.42
20221205 19:31:00,0.29
20221205 19:31:00,0.51
20221205 19:31:00,1.09
20221205 19:31:00,5.13
20221205 19:31:00,1.59
20221205 19:31:00,3.5
20221205 19:31:00,2.76
20221205 19:31:00,0.67
20221205 19:31:00,1.8
20221205 19:31:00,5.58
20221205 19:31:00,0.89
20221205 19:31:00,0.93
20221205 19:31:00,2.51
20221205 19:31:00,0.12
20221205 19:31:00,5.16
20221205 19:31:00,0.8
20221205 19:31:00,0.76
20221205 19:31:00,3.71
20221205 19:31:00,2.57
20221205 19:31:00,2.28
20221205 19:31:00,0.54
20221205 19:31:00,0.62
20221205 19:31:00,0.86
20221205 19:31:00,10.63
20221205 19:31:00,3.53
20221205 19:31:00,0.5
20221205 19:31:01,0.92
20221205 19:31:01,0.11
20221205 19:31:01,0.83
20221205 19:31:01,0.56
20221205 19:31:01,5.34
20221205 19:31:01,0.78
20221205 19:31:01,0.24
20221205 19:31:01,0.67
20221205 19:31:01,0.96
20221205 19:31:01,0.41
20221205 19:31:01,5.07
20221205 19:31:01,0.46
20221205 19:31:01,0.56
20221205 19:31:01,8.3
20221205 19:31:01,0.96
20221205 19:31:01,2.18
20221205 19:31:01,0.17
20221205 19:31:01,0.75
