μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:31:01,2.02
20221205 19:31:02,3.35
20221205 19:31:02,2.43
20221205 19:31:02,2.31
20221205 19:31:02,0.57
20221205 19:31:02,3.77
20221205 19:31:02,3.8
20221205 19:31:02,1.23
20221205 19:31:02,0.88
20221205 19:31:02,0.75
20221205 19:31:02,1.59
20221205 19:31:02,4.76
20221205 19:31:02,2.62
20221205 19:31:02,0.41
20221205 19:31:02,7
20221205 19:31:02,0.65
20221205 19:31:02,0.91
20221205 19:31:02,3.3
20221205 19:31:02,0.51
20221205 19:31:02,1.35
20221205 19:31:02,0.3
20221205 19:31:02,1.06
20221205 19:31:02,3.53
20221205 19:31:02,2.52
20221205 19:31:03,2.6
20221205 19:31:03,0.12
20221205 19:31:03,4.01
20221205 19:31:03,0.55
20221205 19:31:03,0.79
20221205 19:31:03,6.52
20221205 19:31:03,0.55
20221205 19:31:03,1.5
20221205 19:31:03,5.37
20221205 19:31:03,0.99
20221205 19:31:03,0.17
20221205 19:31:03,2.73
20221205 19:31:03,9.44
20221205 19:31:03,0.98
20221205 19:31:03,3.82
20221205 19:31:03,0.33
20221205 19:31:03,3.1
20221205 19:31:04,7.54
20221205 19:31:04,2.35
20221205 19:31:04,1.71
20221205 19:31:04,4.39
20221205 19:31:04,0.95
20221205 19:31:04,0.82
20221205 19:31:04,1.24
20221205 19:31:04,5.77
20221205 19:31:04,2.39
20221205 19:31:04,0.1
20221205 19:31:04,1.15
20221205 19:31:04,0.21
20221205 19:31:04,2.13
20221205 19:31:04,5.33
20221205 19:31:04,2.58
20221205 19:31:04,2.77
20221205 19:31:04,1.12
20221205 19:31:04,1.88
20221205 19:31:04,5.79
20221205 19:31:04,1.78
20221205 19:31:04,5.02
20221205 19:31:04,9.52
20221205 19:31:05,12.13
20221205 19:31:05,3.15
20221205 19:31:05,0.47
20221205 19:31:05,0.33
20221205 19:31:05,1.22
20221205 19:31:05,2.43
20221205 19:31:05,1.53
20221205 19:31:05,0.34
20221205 19:31:05,3.65
20221205 19:31:05,1.39
20221205 19:31:05,1.37
20221205 19:31:05,2.92
20221205 19:31:05,1.16
20221205 19:31:05,1.16
20221205 19:31:05,1.35
20221205 19:31:05,2.4
20221205 19:31:05,0.86
20221205 19:31:05,5.19
20221205 19:31:05,7.78
20221205 19:31:05,3.67
20221205 19:31:05,2.34
20221205 19:31:05,2.91
20221205 19:31:05,2.86
20221205 19:31:06,2.27
20221205 19:31:06,0.11
20221205 19:31:06,6.24
20221205 19:31:06,0.33
20221205 19:31:06,0.74
20221205 19:31:06,3.55
20221205 19:31:06,1.94
20221205 19:31:06,3.75
20221205 19:31:06,1.09
20221205 19:31:06,2.73
20221205 19:31:06,3.68
20221205 19:31:06,0.32
20221205 19:31:07,0.56
20221205 19:31:07,5.36
20221205 19:31:07,3.45
20221205 19:31:07,3.14
20221205 19:31:07,5.5
20221205 19:31:07,0.56
20221205 19:31:07,0.24
20221205 19:31:07,0.72
20221205 19:31:07,1.77
20221205 19:31:07,2.8
20221205 19:31:07,0.16
20221205 19:31:07,4.16
20221205 19:31:07,1.36
20221205 19:31:07,0.61
20221205 19:31:07,0.45
20221205 19:31:07,0.54
20221205 19:31:07,1.55
20221205 19:31:07,3.48
20221205 19:31:07,2.09
20221205 19:31:07,1.5
20221205 19:31:07,4.42
20221205 19:31:07,1.58
20221205 19:31:07,1.15
20221205 19:31:07,1.53
20221205 19:31:08,5.27
20221205 19:31:08,0.62
20221205 19:31:08,6.23
20221205 19:31:08,0.75
20221205 19:31:08,0.43
20221205 19:31:08,8.36
20221205 19:31:08,1.67
20221205 19:31:08,2.17
20221205 19:31:08,1.71
20221205 19:31:08,4.53
20221205 19:31:08,1.03
20221205 19:31:08,0.12
20221205 19:31:08,7.13
20221205 19:31:08,3.25
20221205 19:31:08,3.18
20221205 19:31:08,0.3
20221205 19:31:08,8.55
20221205 19:31:09,2.79
20221205 19:31:09,3.39
20221205 19:31:09,2.3
20221205 19:31:09,0.42
20221205 19:31:09,1.13
20221205 19:31:09,0.8
20221205 19:31:09,0.19
20221205 19:31:09,0.29
20221205 19:31:09,2.97
20221205 19:31:09,8.35
20221205 19:31:09,2.35
20221205 19:31:09,6.17
20221205 19:31:09,1.43
20221205 19:31:09,3.26
20221205 19:31:09,0.85
20221205 19:31:09,0.24
20221205 19:31:09,0.35
20221205 19:31:09,0.64
20221205 19:31:09,2.22
20221205 19:31:09,1.75
20221205 19:31:09,4.92
20221205 19:31:10,2.06
20221205 19:31:10,3.48
20221205 19:31:10,0.1
20221205 19:31:10,1.43
20221205 19:31:10,0.73
20221205 19:31:10,2.69
20221205 19:31:10,0.18
20221205 19:31:10,1.45
20221205 19:31:10,0.13
20221205 19:31:10,0.34
20221205 19:31:10,1.59
20221205 19:31:10,0.9
20221205 19:31:10,0.95
20221205 19:31:10,4.48
20221205 19:31:10,1.85
20221205 19:31:10,1.69
20221205 19:31:10,1.16
20221205 19:31:10,4.44
20221205 19:31:10,2.15
20221205 19:31:10,0.15
20221205 19:31:10,5.82
20221205 19:31:10,0.98
20221205 19:31:10,0.6
20221205 19:31:10,1.23
20221205 19:31:10,0.93
20221205 19:31:10,0.17
20221205 19:31:11,1.72
20221205 19:31:11,1.88
20221205 19:31:11,2.31
20221205 19:31:11,5.94
20221205 19:31:11,6.58
20221205 19:31:11,12.08
20221205 19:31:11,0.58
20221205 19:31:11,0.28
20221205 19:31:11,0.54
20221205 19:31:11,1.17
20221205 19:31:11,4.59
20221205 19:31:11,8.94
20221205 19:31:11,0.17
20221205 19:31:12,3.46
20221205 19:31:12,0.77
20221205 19:31:12,0.35
20221205 19:31:12,2.23
20221205 19:31:12,3.94
20221205 19:31:12,0.35
20221205 19:31:12,0.41
20221205 19:31:12,2.52
20221205 19:31:12,4.71
20221205 19:31:12,4.05
20221205 19:31:12,3.09
20221205 19:31:13,2.83
20221205 19:31:13,3.06
20221205 19:31:13,0.53
20221205 19:31:13,1.1
20221205 19:31:13,1.41
20221205 19:31:13,2.98
20221205 19:31:13,4.82
20221205 19:31:13,3.36
20221205 19:31:13,1.35
20221205 19:31:13,1.97
20221205 19:31:13,0.69
20221205 19:31:13,4.36
20221205 19:31:14,2.79
20221205 19:31:14,2.46
20221205 19:31:14,0.11
20221205 19:31:14,5
20221205 19:31:14,0.74
20221205 19:31:14,1.89
20221205 19:31:14,6.26
20221205 19:31:14,3.52
20221205 19:31:14,10.16
20221205 19:31:14,2.09
20221205 19:31:14,0.54
20221205 19:31:15,1
20221205 19:31:15,3.25
20221205 19:31:15,0.2
20221205 19:31:15,5.19
20221205 19:31:15,0.44
20221205 19:31:15,4.05
20221205 19:31:15,1.89
20221205 19:31:15,0.25
20221205 19:31:15,2.38
20221205 19:31:15,3.54
20221205 19:31:15,0.23
20221205 19:31:15,0.94
20221205 19:31:15,11.86
20221205 19:31:15,0.42
20221205 19:31:15,3.5
20221205 19:31:15,0.88
20221205 19:31:15,0.51
20221205 19:31:15,1.58
20221205 19:31:15,0.9
20221205 19:31:15,0.2
20221205 19:31:15,0.82
20221205 19:31:16,0.75
20221205 19:31:16,1.44
20221205 19:31:16,6.13
20221205 19:31:16,6.34
20221205 19:31:16,0.54
20221205 19:31:16,1.16
20221205 19:31:16,4.87
20221205 19:31:16,2.19
20221205 19:31:16,0.65
20221205 19:31:16,1.34
20221205 19:31:16,0.97
20221205 19:31:16,2.24
20221205 19:31:16,0.88
20221205 19:31:16,0.48
20221205 19:31:16,0.27
20221205 19:31:16,1.74
20221205 19:31:16,1.26
20221205 19:31:16,4.05
20221205 19:31:16,2.38
20221205 19:31:16,6.6
20221205 19:31:16,0.98
20221205 19:31:16,0.37
20221205 19:31:17,6.13
20221205 19:31:17,1.05
20221205 19:31:17,0.79
20221205 19:31:17,9.05
20221205 19:31:17,0.71
20221205 19:31:17,0.23
20221205 19:31:17,1.02
20221205 19:31:17,3.43
20221205 19:31:17,6.61
20221205 19:31:17,0.24
20221205 19:31:17,1.44
20221205 19:31:17,0.71
20221205 19:31:17,0.26
20221205 19:31:17,3.97
20221205 19:31:17,8.77
20221205 19:31:17,15.21
20221205 19:31:18,5.29
20221205 19:31:18,7.23
20221205 19:31:18,7.73
20221205 19:31:18,2.89
20221205 19:31:18,2.14
20221205 19:31:18,1.36
20221205 19:31:18,1.16
20221205 19:31:18,0.22
20221205 19:31:18,1.32
20221205 19:31:18,3.26
20221205 19:31:18,0.23
20221205 19:31:18,0.49
20221205 19:31:18,2.6
20221205 19:31:18,0.19
20221205 19:31:18,0.23
20221205 19:31:18,1.27
20221205 19:31:18,2.88
20221205 19:31:18,2.78
20221205 19:31:19,4.27
20221205 19:31:19,0.34
20221205 19:31:19,4.41
20221205 19:31:19,0.9
20221205 19:31:19,0.76
20221205 19:31:19,5.27
20221205 19:31:19,1.35
20221205 19:31:19,1.27
20221205 19:31:19,4.19
20221205 19:31:19,0.29
20221205 19:31:19,9.27
20221205 19:31:19,4.1
20221205 19:31:19,0.55
20221205 19:31:19,0.26
20221205 19:31:19,6
20221205 19:31:19,3.35
20221205 19:31:19,3.21
20221205 19:31:19,0.32
20221205 19:31:19,0.31
20221205 19:31:19,1.42
20221205 19:31:20,2.22
20221205 19:31:20,0.97
20221205 19:31:20,1.25
20221205 19:31:20,0.59
20221205 19:31:20,0.27
20221205 19:31:20,2.99
20221205 19:31:20,1.15
20221205 19:31:20,0.98
20221205 19:31:20,1.98
20221205 19:31:20,6.46
20221205 19:31:20,1.63
20221205 19:31:20,2.96
20221205 19:31:20,0.98
20221205 19:31:20,2.56
20221205 19:31:20,1.31
20221205 19:31:20,1.54
20221205 19:31:20,0.86
20221205 19:31:20,1.64
20221205 19:31:20,1.41
20221205 19:31:20,3.53
20221205 19:31:20,3.21
20221205 19:31:20,2.17
20221205 19:31:20,3.26
20221205 19:31:20,2.55
20221205 19:31:20,1.24
20221205 19:31:20,1.05
20221205 19:31:21,0.89
20221205 19:31:21,4.16
20221205 19:31:21,1.43
20221205 19:31:21,2.79
20221205 19:31:21,3.02
20221205 19:31:21,0.66
20221205 19:31:21,0.68
20221205 19:31:21,1.12
20221205 19:31:21,5.86
20221205 19:31:21,1.74
20221205 19:31:21,2.51
20221205 19:31:21,2.15
20221205 19:31:21,1.01
20221205 19:31:21,1.86
20221205 19:31:21,1.2
20221205 19:31:21,3.74
20221205 19:31:22,0.56
20221205 19:31:22,0.33
20221205 19:31:22,3.89
20221205 19:31:22,0.15
20221205 19:31:22,0.83
20221205 19:31:22,1.55
20221205 19:31:22,4.73
20221205 19:31:22,0.68
20221205 19:31:22,0.1
20221205 19:31:22,0.18
20221205 19:31:22,0.8
20221205 19:31:22,3.69
20221205 19:31:22,7.35
20221205 19:31:22,2.26
20221205 19:31:22,0.37
20221205 19:31:22,1.69
20221205 19:31:23,1.51
20221205 19:31:23,1.6
20221205 19:31:23,3.23
20221205 19:31:23,0.5
20221205 19:31:23,0.51
20221205 19:31:23,3.99
20221205 19:31:23,2.48
20221205 19:31:23,2.67
20221205 19:31:23,4.1
20221205 19:31:23,10.79
20221205 19:31:23,2.64
20221205 19:31:23,4.13
20221205 19:31:23,4.4
20221205 19:31:23,2.1
20221205 19:31:24,2.31
20221205 19:31:24,0.77
20221205 19:31:24,0.15
20221205 19:31:24,1.17
20221205 19:31:24,0.57
20221205 19:31:24,6.08
20221205 19:31:24,2.13
20221205 19:31:24,0.46
20221205 19:31:24,1.97
20221205 19:31:24,1.66
20221205 19:31:24,1.42
20221205 19:31:24,0.22
20221205 19:31:24,0.11
20221205 19:31:24,0.54
20221205 19:31:24,0.54
20221205 19:31:24,2.19
20221205 19:31:25,1.27
20221205 19:31:25,2.66
20221205 19:31:25,0.3
20221205 19:31:25,6.93
20221205 19:31:25,7.33
20221205 19:31:25,1.55
20221205 19:31:25,1.85
20221205 19:31:25,1.02
20221205 19:31:25,2.82
20221205 19:31:25,1.67
20221205 19:31:25,1.41
20221205 19:31:25,8.16
20221205 19:31:25,0.62
20221205 19:31:25,0.57
20221205 19:31:26,0.82
20221205 19:31:26,2.31
20221205 19:31:26,1.6
20221205 19:31:26,4.24
20221205 19:31:26,0.7
20221205 19:31:26,0.41
20221205 19:31:26,3.03
20221205 19:31:26,1.73
20221205 19:31:26,8.73
20221205 19:31:26,0.24
20221205 19:31:26,1.04
20221205 19:31:26,3.41
20221205 19:31:26,1.31
20221205 19:31:26,3.46
20221205 19:31:26,1.94
20221205 19:31:26,0.89
20221205 19:31:26,0.43
20221205 19:31:26,4.96
20221205 19:31:26,1.91
20221205 19:31:26,0.85
20221205 19:31:26,2.07
20221205 19:31:26,0.33
20221205 19:31:26,1.58
20221205 19:31:26,3.69
20221205 19:31:26,8.51
20221205 19:31:27,2.77
20221205 19:31:27,3.49
20221205 19:31:27,2.66
20221205 19:31:27,4.81
20221205 19:31:27,1.39
20221205 19:31:27,0.27
20221205 19:31:27,4.99
20221205 19:31:27,1.45
20221205 19:31:27,0.42
20221205 19:31:27,1.6
20221205 19:31:27,1.29
20221205 19:31:27,1.7
20221205 19:31:27,2.34
20221205 19:31:27,0.91
20221205 19:31:27,1.48
20221205 19:31:27,1.67
20221205 19:31:28,2.97
20221205 19:31:28,2.14
20221205 19:31:28,0.72
20221205 19:31:28,6.97
20221205 19:31:28,2.26
20221205 19:31:28,3.28
20221205 19:31:28,2.54
20221205 19:31:28,0.72
20221205 19:31:28,2.67
20221205 19:31:28,3.06
20221205 19:31:28,1.13
20221205 19:31:28,2.16
20221205 19:31:28,1.2
20221205 19:31:28,1.75
20221205 19:31:28,2.04
20221205 19:31:29,3.38
20221205 19:31:29,0.45
20221205 19:31:29,4.58
20221205 19:31:29,0.48
20221205 19:31:29,1.05
20221205 19:31:29,1.36
20221205 19:31:29,0.84
20221205 19:31:29,1.1
20221205 19:31:29,0.82
20221205 19:31:29,1.28
20221205 19:31:29,0.79
20221205 19:31:29,1.85
20221205 19:31:29,7.75
20221205 19:31:29,4.45
20221205 19:31:29,5.3
20221205 19:31:29,0.37
20221205 19:31:29,3.34
20221205 19:31:29,1.03
20221205 19:31:29,1.25
20221205 19:31:29,7.9
20221205 19:31:29,0.38
20221205 19:31:29,0.25
20221205 19:31:29,1.55
20221205 19:31:30,2.05
20221205 19:31:30,1.18
20221205 19:31:30,2.34
20221205 19:31:30,0.58
20221205 19:31:30,1.9
20221205 19:31:30,1.48
20221205 19:31:30,4.74
20221205 19:31:30,0.36
20221205 19:31:30,10.17
20221205 19:31:30,4.35
20221205 19:31:30,2.14
20221205 19:31:30,0.17
20221205 19:31:31,2.23
20221205 19:31:31,1.73
20221205 19:31:31,3.56
20221205 19:31:31,0.33
20221205 19:31:31,2.41
20221205 19:31:31,3.01
20221205 19:31:31,2.52
20221205 19:31:31,3.39
20221205 19:31:31,0.13
20221205 19:31:31,5.69
20221205 19:31:31,3.03
20221205 19:31:31,3.16
20221205 19:31:31,0.13
20221205 19:31:31,1.2
20221205 19:31:31,8.09
20221205 19:31:31,2.7
20221205 19:31:31,1.48
20221205 19:31:31,0.2
20221205 19:31:31,1.09
20221205 19:31:31,3.56
20221205 19:31:31,0.61
20221205 19:31:31,4.15
20221205 19:31:31,1.21
20221205 19:31:31,5.15
20221205 19:31:31,1.4
20221205 19:31:32,6.19
20221205 19:31:32,2.19
20221205 19:31:32,14.69
20221205 19:31:32,4.42
20221205 19:31:32,1.44
20221205 19:31:32,0.65
20221205 19:31:32,5.09
20221205 19:31:32,2.59
20221205 19:31:32,5.63
20221205 19:31:32,7.41
20221205 19:31:32,0.53
20221205 19:31:32,7.56
20221205 19:31:32,11.59
20221205 19:31:32,1.53
20221205 19:31:32,1.28
20221205 19:31:32,5.89
20221205 19:31:32,1.84
20221205 19:31:32,3.44
20221205 19:31:32,1.4
20221205 19:31:32,3.62
20221205 19:31:32,1.36
20221205 19:31:33,8.82
20221205 19:31:33,1.43
20221205 19:31:33,3.76
20221205 19:31:33,1.18
20221205 19:31:33,3.8
20221205 19:31:33,0.92
20221205 19:31:33,0.89
20221205 19:31:33,1.06
20221205 19:31:33,2.29
20221205 19:31:33,6.97
20221205 19:31:33,0.23
20221205 19:31:33,0.52
20221205 19:31:33,1.83
20221205 19:31:33,0.67
20221205 19:31:34,2
20221205 19:31:34,4.59
20221205 19:31:34,8.46
20221205 19:31:34,1.03
20221205 19:31:34,0.35
20221205 19:31:34,2.08
20221205 19:31:34,0.65
20221205 19:31:34,2.38
20221205 19:31:34,2.72
20221205 19:31:34,2.16
20221205 19:31:34,1.27
20221205 19:31:34,1.52
20221205 19:31:34,1.83
20221205 19:31:35,0.4
20221205 19:31:35,1.61
20221205 19:31:35,5.67
20221205 19:31:35,0.14
20221205 19:31:35,1.05
20221205 19:31:35,4.12
20221205 19:31:35,0.24
20221205 19:31:35,7.24
20221205 19:31:35,1.47
20221205 19:31:35,2.71
20221205 19:31:35,0.98
20221205 19:31:35,0.78
20221205 19:31:35,4.83
20221205 19:31:35,1.19
20221205 19:31:35,7.93
20221205 19:31:35,2.48
20221205 19:31:36,0.53
20221205 19:31:36,0.19
20221205 19:31:36,2.22
20221205 19:31:36,6.75
20221205 19:31:36,1.88
20221205 19:31:36,1.73
20221205 19:31:36,0.12
20221205 19:31:36,0.31
20221205 19:31:36,3.99
20221205 19:31:36,2.35
20221205 19:31:36,0.61
20221205 19:31:37,2.41
20221205 19:31:37,0.39
20221205 19:31:37,1.15
20221205 19:31:37,0.37
20221205 19:31:37,2.45
20221205 19:31:37,0.72
20221205 19:31:37,2.53
20221205 19:31:37,1.55
20221205 19:31:37,3.12
20221205 19:31:37,2.91
20221205 19:31:37,6.61
20221205 19:31:37,3.97
20221205 19:31:37,0.93
20221205 19:31:37,3.21
20221205 19:31:37,0.6
20221205 19:31:37,0.85
20221205 19:31:37,1.21
20221205 19:31:37,0.55
20221205 19:31:37,9.36
20221205 19:31:38,1
20221205 19:31:38,2.13
20221205 19:31:38,0.7
20221205 19:31:38,1.44
20221205 19:31:38,1.54
20221205 19:31:38,3.1
20221205 19:31:38,8.77
20221205 19:31:38,5.25
20221205 19:31:38,2.68
20221205 19:31:38,4.18
20221205 19:31:38,0.16
20221205 19:31:38,3.52
20221205 19:31:38,0.77
20221205 19:31:38,0.7
20221205 19:31:38,0.94
20221205 19:31:38,4.49
20221205 19:31:38,1.45
20221205 19:31:38,1.84
20221205 19:31:38,1.17
20221205 19:31:39,1.98
20221205 19:31:39,0.26
20221205 19:31:39,2.2
20221205 19:31:39,0.62
20221205 19:31:39,1.39
20221205 19:31:39,0.17
20221205 19:31:39,0.41
20221205 19:31:39,1.08
20221205 19:31:39,0.48
20221205 19:31:39,0.28
20221205 19:31:39,0.81
20221205 19:31:39,0.83
20221205 19:31:39,2
20221205 19:31:39,2.84
20221205 19:31:39,2.89
20221205 19:31:39,2.83
20221205 19:31:39,1.59
20221205 19:31:39,0.95
20221205 19:31:40,0.21
20221205 19:31:40,0.93
20221205 19:31:40,2.53
20221205 19:31:40,2.35
20221205 19:31:40,1.83
20221205 19:31:40,5.75
20221205 19:31:40,1.76
20221205 19:31:40,2.27
20221205 19:31:40,1.13
20221205 19:31:40,1.06
20221205 19:31:40,2.76
20221205 19:31:40,0.72
20221205 19:31:40,0.91
20221205 19:31:40,13.8
20221205 19:31:40,2.27
20221205 19:31:40,6.64
20221205 19:31:40,1.1
20221205 19:31:41,1.11
20221205 19:31:41,5.4
20221205 19:31:41,2.51
20221205 19:31:41,3.73
20221205 19:31:41,2.22
20221205 19:31:41,1.5
20221205 19:31:41,1.5
20221205 19:31:41,0.75
20221205 19:31:41,6.02
20221205 19:31:41,2.45
20221205 19:31:41,0.45
20221205 19:31:41,1.57
20221205 19:31:41,2.91
20221205 19:31:41,0.83
20221205 19:31:41,0.54
20221205 19:31:42,1.96
20221205 19:31:42,1.25
20221205 19:31:42,2.34
20221205 19:31:42,0.43
20221205 19:31:42,0.84
20221205 19:31:42,0.68
20221205 19:31:42,1.16
20221205 19:31:42,0.59
20221205 19:31:42,0.72
20221205 19:31:42,0.9
20221205 19:31:42,5.84
20221205 19:31:42,1.53
20221205 19:31:42,3.79
20221205 19:31:42,1.53
20221205 19:31:42,0.92
20221205 19:31:42,1.41
20221205 19:31:42,0.64
20221205 19:31:42,2.69
20221205 19:31:42,0.7
20221205 19:31:42,6.62
20221205 19:31:42,2.78
20221205 19:31:42,5.91
20221205 19:31:42,2.13
20221205 19:31:42,6.97
20221205 19:31:42,0.92
20221205 19:31:42,0.47
20221205 19:31:42,0.27
20221205 19:31:42,2.76
20221205 19:31:42,0.21
20221205 19:31:43,4.12
20221205 19:31:43,0.14
20221205 19:31:43,10.57
20221205 19:31:43,2.08
20221205 19:31:43,0.14
20221205 19:31:43,6.24
20221205 19:31:43,5.54
20221205 19:31:43,0.2
20221205 19:31:43,4.16
20221205 19:31:43,0.32
20221205 19:31:43,0.24
20221205 19:31:43,0.19
20221205 19:31:43,0.44
20221205 19:31:43,0.61
20221205 19:31:43,0.45
20221205 19:31:43,1.14
20221205 19:31:43,0.13
20221205 19:31:43,0.66
20221205 19:31:43,0.31
20221205 19:31:43,0.37
20221205 19:31:43,1.11
20221205 19:31:43,0.76
20221205 19:31:44,0.22
20221205 19:31:44,5.43
20221205 19:31:44,3.67
20221205 19:31:44,7.44
20221205 19:31:44,0.63
20221205 19:31:44,2.13
20221205 19:31:44,2.21
20221205 19:31:44,7.51
20221205 19:31:44,0.15
20221205 19:31:44,1.44
20221205 19:31:44,1.34
20221205 19:31:44,1.04
20221205 19:31:44,0.44
20221205 19:31:44,1.14
20221205 19:31:44,0.3
20221205 19:31:44,5.45
20221205 19:31:45,3.22
20221205 19:31:45,1.42
20221205 19:31:45,1.79
20221205 19:31:45,1.89
20221205 19:31:45,0.87
20221205 19:31:45,1.72
20221205 19:31:45,0.56
20221205 19:31:45,3.33
20221205 19:31:45,1.65
20221205 19:31:45,3.24
20221205 19:31:45,0.77
20221205 19:31:45,3.26
20221205 19:31:45,2.26
20221205 19:31:46,0.66
20221205 19:31:46,2.64
20221205 19:31:46,0.66
20221205 19:31:46,0.82
20221205 19:31:46,1.03
20221205 19:31:46,0.43
20221205 19:31:46,1.12
20221205 19:31:46,3.64
20221205 19:31:46,2.19
20221205 19:31:46,0.16
20221205 19:31:46,0.8
20221205 19:31:46,1.23
20221205 19:31:46,0.88
20221205 19:31:46,0.93
20221205 19:31:46,1.15
20221205 19:31:46,2.14
20221205 19:31:46,3.01
20221205 19:31:46,0.24
20221205 19:31:47,2.9
20221205 19:31:47,9.41
20221205 19:31:47,0.18
20221205 19:31:47,3.69
20221205 19:31:47,2.15
20221205 19:31:47,0.65
20221205 19:31:47,0.62
20221205 19:31:47,3.47
20221205 19:31:47,2.44
20221205 19:31:47,0.31
20221205 19:31:47,1.07
20221205 19:31:47,3.65
20221205 19:31:47,4.6
20221205 19:31:47,1.21
20221205 19:31:47,0.51
20221205 19:31:48,3.09
20221205 19:31:48,0.9
20221205 19:31:48,5.34
20221205 19:31:48,0.92
20221205 19:31:48,9.43
20221205 19:31:48,0.8
20221205 19:31:48,0.4
20221205 19:31:48,0.44
20221205 19:31:48,6.65
20221205 19:31:48,2.08
20221205 19:31:48,0.26
20221205 19:31:48,2.19
20221205 19:31:48,1.59
20221205 19:31:49,0.9
20221205 19:31:49,1.19
20221205 19:31:49,0.5
20221205 19:31:49,0.81
20221205 19:31:49,0.92
20221205 19:31:49,0.78
20221205 19:31:49,7.86
20221205 19:31:49,0.98
20221205 19:31:49,0.3
20221205 19:31:49,5.21
20221205 19:31:49,0.55
20221205 19:31:49,0.61
20221205 19:31:49,2.81
20221205 19:31:49,2.16
20221205 19:31:49,0.85
20221205 19:31:49,4.38
20221205 19:31:50,1.52
20221205 19:31:50,0.99
20221205 19:31:50,5.62
20221205 19:31:50,3.46
20221205 19:31:50,3.31
20221205 19:31:50,3.48
20221205 19:31:50,1.78
20221205 19:31:50,3.1
20221205 19:31:50,0.56
20221205 19:31:51,0.19
20221205 19:31:51,3.29
20221205 19:31:51,4.78
20221205 19:31:51,0.96
20221205 19:31:51,4.35
20221205 19:31:51,0.19
20221205 19:31:51,0.89
20221205 19:31:51,1.5
20221205 19:31:51,2.6
20221205 19:31:51,0.24
20221205 19:31:51,0.12
20221205 19:31:51,3.14
20221205 19:31:51,0.53
20221205 19:31:52,2.11
20221205 19:31:52,0.33
20221205 19:31:52,1.02
20221205 19:31:52,0.16
20221205 19:31:52,0.25
20221205 19:31:52,1.33
20221205 19:31:52,1.36
20221205 19:31:52,3.8
20221205 19:31:52,2.2
20221205 19:31:52,2.07
20221205 19:31:52,3.23
20221205 19:31:52,2.17
20221205 19:31:52,3.02
20221205 19:31:52,3.64
20221205 19:31:53,0.51
20221205 19:31:53,0.48
20221205 19:31:53,3.69
20221205 19:31:53,0.1
20221205 19:31:53,3.05
20221205 19:31:53,1.39
20221205 19:31:53,1.83
20221205 19:31:53,0.19
20221205 19:31:53,1.72
20221205 19:31:53,1.04
20221205 19:31:53,0.79
20221205 19:31:53,1.15
20221205 19:31:53,1.63
20221205 19:31:53,1.14
20221205 19:31:53,0.82
20221205 19:31:54,1.32
20221205 19:31:54,0.96
20221205 19:31:54,0.97
20221205 19:31:54,5.66
20221205 19:31:54,3.65
20221205 19:31:54,2.82
20221205 19:31:54,2.73
20221205 19:31:54,0.69
20221205 19:31:54,7.51
20221205 19:31:54,4.09
20221205 19:31:54,3.05
20221205 19:31:54,0.52
20221205 19:31:54,4.2
20221205 19:31:54,2.11
20221205 19:31:54,4.88
20221205 19:31:54,0.15
20221205 19:31:54,1.14
20221205 19:31:54,4
20221205 19:31:54,0.63
20221205 19:31:54,2.79
20221205 19:31:54,2.21
20221205 19:31:55,3.96
20221205 19:31:55,1.94
20221205 19:31:55,0.71
20221205 19:31:55,1.71
20221205 19:31:55,2.09
20221205 19:31:55,2.7
20221205 19:31:55,2.26
20221205 19:31:55,3.11
20221205 19:31:55,4.43
20221205 19:31:55,0.39
20221205 19:31:55,0.51
20221205 19:31:55,1.45
20221205 19:31:55,1.89
20221205 19:31:55,0.29
20221205 19:31:56,0.33
探测器角度,μ子通量计数（/s）
0,2
0,5
0,4
0,5
0,0
0,4
0,1
0,1
0,3
0,1
0,4
0,2
0,5
0,2
0,2
0,3
0,5
0,4
0,3
0,4
0,5
0,5
0,7
0,1
0,3
0,1
0,4
0,2
0,3
0,2
0,4
0,1
0,2
0,3
0,2
0,5
0,1
0,4
0,5
0,3
0,4
0,3
0,3
0,4
0,8
0,2
0,5
0,3
0,3
0,4
0,5
0,3
0,1
0,4
0,3
0,3
0,4
0,2
0,2
0,4
0,3
0,2
0,0
0,5
0,3
0,5
0,2
0,3
0,5
0,4
0,4
0,0
0,4
0,2
0,1
0,5
0,4
0,3
0,5
0,2
0,3
0,0
0,3
0,3
0,1
0,2
0,4
0,3
0,4
0,5
0,5
0,6
0,2
0,3
0,2
0,9
0,2
0,3
0,4
0,1
0,4
0,3
0,3
0,2
0,5
0,6
0,5
0,4
0,2
0,0
0,2
0,3
0,4
0,6
0,3
0,3
0,5
0,1
0,4
0,2
0,4
0,2
0,3
0,1
0,3
0,3
0,4
0,0
0,2
0,3
0,4
0,6
0,6
0,1
0,2
0,4
0,1
0,3
0,6
0,6
0,3
0,3
0,4
0,3
0,4
0,3
0,1
0,2
0,5
0,4
0,3
0,7
