通道一计数表：,,,通道二计数表：,,
ID,计数时长(s),计数,ID,计数时长(s),计数
3184,0.1,7,,,
3185,0.1,5,,,
3186,0.1,4,,,
3187,0.1,7,,,
3188,0.1,5,,,
3189,0.1,3,,,
3190,0.1,3,,,
3191,0.1,5,,,
3192,0.1,3,,,
3193,0.1,7,,,
3194,0.1,8,,,
3195,0.1,3,,,
3196,0.1,1,,,
3197,0.1,5,,,
3198,0.1,5,,,
3199,0.1,10,,,
3200,0.1,10,,,
3201,0.1,4,,,
3202,0.1,6,,,
3203,0.1,5,,,
3204,0.1,4,,,
3205,0.1,5,,,
3206,0.1,8,,,
3207,0.1,4,,,
3208,0.1,7,,,
3209,0.1,1,,,
3210,0.1,6,,,
3211,0.1,0,,,
3212,0.1,7,,,
3213,0.1,3,,,
3214,0.1,7,,,
3215,0.1,2,,,
3216,0.1,6,,,
3217,0.1,3,,,
3218,0.1,2,,,
3219,0.1,9,,,
3220,0.1,10,,,
3221,0.1,4,,,
3222,0.1,7,,,
3223,0.1,7,,,
3224,0.1,7,,,
3225,0.1,3,,,
3226,0.1,4,,,
3227,0.1,5,,,
3228,0.1,4,,,
3229,0.1,5,,,
3230,0.1,11,,,
3231,0.1,3,,,
3232,0.1,10,,,
3233,0.1,3,,,
3234,0.1,7,,,
3235,0.1,5,,,
3236,0.1,9,,,
3237,0.1,5,,,
3238,0.1,7,,,
3239,0.1,5,,,
3240,0.1,5,,,
3241,0.1,5,,,
3242,0.1,7,,,
3243,0.1,4,,,
3244,0.1,5,,,
3245,0.1,6,,,
3246,0.1,1,,,
3247,0.1,4,,,
3248,0.1,7,,,
3249,0.1,6,,,
3250,0.1,7,,,
3251,0.1,3,,,
3252,0.1,4,,,
3253,0.1,5,,,
3254,0.1,9,,,
3255,0.1,2,,,
3256,0.1,4,,,
3257,0.1,6,,,
3258,0.1,5,,,
3259,0.1,3,,,
3260,0.1,9,,,
3261,0.1,5,,,
3262,0.1,7,,,
3263,0.1,3,,,
3264,0.1,7,,,
3265,0.1,3,,,
3266,0.1,6,,,
3267,0.1,6,,,
3268,0.1,7,,,
3269,0.1,4,,,
3270,0.1,6,,,
3271,0.1,4,,,
3272,0.1,6,,,
3273,0.1,2,,,
3274,0.1,6,,,
3275,0.1,5,,,
3276,0.1,5,,,
3277,0.1,10,,,
3278,0.1,3,,,
3279,0.1,3,,,
3280,0.1,3,,,
3281,0.1,2,,,
3282,0.1,2,,,
3283,0.1,7,,,
3284,0.1,7,,,
3285,0.1,7,,,
3286,0.1,5,,,
3287,0.1,5,,,
3288,0.1,4,,,
3289,0.1,6,,,
3290,0.1,8,,,
3291,0.1,4,,,
3292,0.1,2,,,
3293,0.1,4,,,
3294,0.1,5,,,
3295,0.1,9,,,
3296,0.1,3,,,
3297,0.1,2,,,
3298,0.1,7,,,
3299,0.1,5,,,
3300,0.1,6,,,
3301,0.1,5,,,
3302,0.1,9,,,
3303,0.1,10,,,
3304,0.1,3,,,
3305,0.1,3,,,
3306,0.1,2,,,
3307,0.1,6,,,
3308,0.1,3,,,
3309,0.1,1,,,
3310,0.1,8,,,
3311,0.1,6,,,
3312,0.1,4,,,
3313,0.1,5,,,
3314,0.1,2,,,
3315,0.1,2,,,
3316,0.1,1,,,
3317,0.1,1,,,
3318,0.1,5,,,
3319,0.1,4,,,
3320,0.1,8,,,
3321,0.1,4,,,
3322,0.1,8,,,
3323,0.1,6,,,
3324,0.1,6,,,
3325,0.1,3,,,
3326,0.1,3,,,
3327,0.1,5,,,
3328,0.1,5,,,
3329,0.1,6,,,
3330,0.1,1,,,
3331,0.1,1,,,
3332,0.1,1,,,
3333,0.1,3,,,
3334,0.1,4,,,
3335,0.1,6,,,
3336,0.1,8,,,
3337,0.1,7,,,
3338,0.1,4,,,
3339,0.1,4,,,
3340,0.1,6,,,
3341,0.1,4,,,
3342,0.1,5,,,
3343,0.1,4,,,
3344,0.1,3,,,
3345,0.1,10,,,
3346,0.1,6,,,
3347,0.1,2,,,
3348,0.1,4,,,
3349,0.1,4,,,
3350,0.1,2,,,
3351,0.1,7,,,
3352,0.1,2,,,
3353,0.1,5,,,
3354,0.1,3,,,
3355,0.1,5,,,
3356,0.1,9,,,
3357,0.1,3,,,
3358,0.1,7,,,
3359,0.1,3,,,
3360,0.1,6,,,
3361,0.1,6,,,
3362,0.1,4,,,
3363,0.1,8,,,
3364,0.1,6,,,
3365,0.1,6,,,
3366,0.1,9,,,
3367,0.1,5,,,
3368,0.1,5,,,
3369,0.1,2,,,
3370,0.1,4,,,
3371,0.1,5,,,
3372,0.1,6,,,
3373,0.1,6,,,
3374,0.1,7,,,
3375,0.1,3,,,
3376,0.1,4,,,
3377,0.1,4,,,
3378,0.1,7,,,
3379,0.1,1,,,
3380,0.1,6,,,
3381,0.1,7,,,
3382,0.1,7,,,
3383,0.1,5,,,
3384,0.1,5,,,
3385,0.1,6,,,
3386,0.1,4,,,
3387,0.1,4,,,
3388,0.1,8,,,
3389,0.1,4,,,
3390,0.1,5,,,
3391,0.1,5,,,
3392,0.1,3,,,
3393,0.1,1,,,
3394,0.1,2,,,
3395,0.1,2,,,
3396,0.1,4,,,
3397,0.1,12,,,
3398,0.1,5,,,
3399,0.1,5,,,
3400,0.1,7,,,
3401,0.1,3,,,
3402,0.1,6,,,
3403,0.1,5,,,
3404,0.1,3,,,
3405,0.1,5,,,
3406,0.1,6,,,
3407,0.1,9,,,
3408,0.1,6,,,
3409,0.1,5,,,
3410,0.1,8,,,
3411,0.1,3,,,
3412,0.1,1,,,
3413,0.1,3,,,
3414,0.1,3,,,
3415,0.1,4,,,
3416,0.1,5,,,
3417,0.1,6,,,
3418,0.1,6,,,
3419,0.1,9,,,
3420,0.1,4,,,
3421,0.1,4,,,
3422,0.1,4,,,
3423,0.1,7,,,
3424,0.1,3,,,
3425,0.1,3,,,
3426,0.1,3,,,
3427,0.1,5,,,
3428,0.1,2,,,
3429,0.1,2,,,
3430,0.1,5,,,
3431,0.1,4,,,
3432,0.1,2,,,
3433,0.1,3,,,
3434,0.1,6,,,
3435,0.1,5,,,
3436,0.1,5,,,
3437,0.1,6,,,
3438,0.1,5,,,
3439,0.1,9,,,
3440,0.1,4,,,
3441,0.1,8,,,
3442,0.1,3,,,
3443,0.1,1,,,
3444,0.1,6,,,
3445,0.1,3,,,
3446,0.1,6,,,
3447,0.1,5,,,
3448,0.1,4,,,
3449,0.1,2,,,
3450,0.1,5,,,
3451,0.1,7,,,
3452,0.1,2,,,
3453,0.1,3,,,
3454,0.1,1,,,
3455,0.1,5,,,
3456,0.1,4,,,
3457,0.1,5,,,
3458,0.1,8,,,
3459,0.1,5,,,
3460,0.1,3,,,
3461,0.1,6,,,
3462,0.1,7,,,
3463,0.1,5,,,
3464,0.1,4,,,
3465,0.1,10,,,
3466,0.1,5,,,
3467,0.1,4,,,
3468,0.1,4,,,
3469,0.1,6,,,
3470,0.1,4,,,
3471,0.1,10,,,
3472,0.1,1,,,
3473,0.1,6,,,
3474,0.1,5,,,
3475,0.1,5,,,
3476,0.1,4,,,
3477,0.1,9,,,
3478,0.1,6,,,
3479,0.1,5,,,
3480,0.1,8,,,
3481,0.1,2,,,
3482,0.1,3,,,
3483,0.1,5,,,
3484,0.1,6,,,
3485,0.1,5,,,
3486,0.1,6,,,
3487,0.1,7,,,
3488,0.1,5,,,
3489,0.1,6,,,
3490,0.1,9,,,
3491,0.1,2,,,
3492,0.1,6,,,
3493,0.1,10,,,
3494,0.1,4,,,
3495,0.1,3,,,
3496,0.1,3,,,
3497,0.1,4,,,
3498,0.1,7,,,
3499,0.1,2,,,
3500,0.1,3,,,
3501,0.1,7,,,
3502,0.1,3,,,
3503,0.1,9,,,
3504,0.1,5,,,
3505,0.1,6,,,
3506,0.1,3,,,
3507,0.1,4,,,
3508,0.1,6,,,
3509,0.1,7,,,
3510,0.1,1,,,
3511,0.1,2,,,
3512,0.1,8,,,
3513,0.1,3,,,
3514,0.1,5,,,
3515,0.1,5,,,
3516,0.1,4,,,
3517,0.1,4,,,
3518,0.1,4,,,
3519,0.1,3,,,
3520,0.1,1,,,
3521,0.1,7,,,
3522,0.1,4,,,
3523,0.1,6,,,
3524,0.1,3,,,
3525,0.1,3,,,
3526,0.1,5,,,
3527,0.1,5,,,
3528,0.1,7,,,
3529,0.1,6,,,
3530,0.1,4,,,
3531,0.1,6,,,
3532,0.1,8,,,
3533,0.1,9,,,
3534,0.1,4,,,
3535,0.1,9,,,
3536,0.1,4,,,
3537,0.1,6,,,
3538,0.1,5,,,
3539,0.1,2,,,
3540,0.1,4,,,
3541,0.1,1,,,
3542,0.1,7,,,
3543,0.1,7,,,
3544,0.1,5,,,
3545,0.1,9,,,
3546,0.1,4,,,
3547,0.1,4,,,
3548,0.1,2,,,
3549,0.1,9,,,
3550,0.1,5,,,
3551,0.1,8,,,
3552,0.1,2,,,
3553,0.1,5,,,
3554,0.1,2,,,
3555,0.1,3,,,
3556,0.1,5,,,
3557,0.1,1,,,
3558,0.1,6,,,
3559,0.1,4,,,
3560,0.1,5,,,
3561,0.1,4,,,
3562,0.1,6,,,
3563,0.1,2,,,
3564,0.1,7,,,
3565,0.1,2,,,
3566,0.1,7,,,
3567,0.1,7,,,
3568,0.1,5,,,
3569,0.1,8,,,
3570,0.1,4,,,
3571,0.1,2,,,
3572,0.1,4,,,
3573,0.1,2,,,
3574,0.1,3,,,
3575,0.1,6,,,
3576,0.1,3,,,
3577,0.1,2,,,
3578,0.1,8,,,
3579,0.1,5,,,
3580,0.1,2,,,
3581,0.1,7,,,
3582,0.1,7,,,
3583,0.1,4,,,
3584,0.1,6,,,
3585,0.1,2,,,
3586,0.1,5,,,
3587,0.1,8,,,
3588,0.1,4,,,
3589,0.1,5,,,
3590,0.1,3,,,
3591,0.1,3,,,
3592,0.1,6,,,
3593,0.1,2,,,
3594,0.1,4,,,
3595,0.1,3,,,
3596,0.1,8,,,
3597,0.1,3,,,
3598,0.1,4,,,
3599,0.1,3,,,
3600,0.1,6,,,
3601,0.1,0,,,
3602,0.1,9,,,
3603,0.1,6,,,
3604,0.1,1,,,
3605,0.1,6,,,
3606,0.1,0,,,
3607,0.1,8,,,
3608,0.1,3,,,
3609,0.1,5,,,
3610,0.1,2,,,
3611,0.1,4,,,
3612,0.1,5,,,
3613,0.1,3,,,
3614,0.1,4,,,
3615,0.1,1,,,
3616,0.1,4,,,
3617,0.1,5,,,
3618,0.1,4,,,
3619,0.1,6,,,
3620,0.1,6,,,
3621,0.1,1,,,
3622,0.1,4,,,
3623,0.1,7,,,
3624,0.1,4,,,
3625,0.1,2,,,
3626,0.1,7,,,
3627,0.1,4,,,
3628,0.1,4,,,
3629,0.1,3,,,
3630,0.1,2,,,
3631,0.1,8,,,
3632,0.1,3,,,
3633,0.1,8,,,
3634,0.1,1,,,
3635,0.1,7,,,
3636,0.1,6,,,
3637,0.1,0,,,
3638,0.1,3,,,
3639,0.1,5,,,
3640,0.1,1,,,
3641,0.1,2,,,
3642,0.1,2,,,
3643,0.1,6,,,
3644,0.1,9,,,
3645,0.1,5,,,
3646,0.1,2,,,
3647,0.1,5,,,
3648,0.1,8,,,
3649,0.1,7,,,
3650,0.1,6,,,
3651,0.1,6,,,
3652,0.1,3,,,
3653,0.1,2,,,
3654,0.1,2,,,
3655,0.1,4,,,
3656,0.1,2,,,
3657,0.1,5,,,
3658,0.1,5,,,
3659,0.1,5,,,
3660,0.1,5,,,
3661,0.1,9,,,
3662,0.1,3,,,
3663,0.1,1,,,
3664,0.1,6,,,
3665,0.1,3,,,
3666,0.1,6,,,
3667,0.1,5,,,
3668,0.1,5,,,
3669,0.1,2,,,
3670,0.1,4,,,
3671,0.1,5,,,
3672,0.1,6,,,
3673,0.1,3,,,
3674,0.1,5,,,
3675,0.1,2,,,
3676,0.1,5,,,
3677,0.1,3,,,
3678,0.1,4,,,
3679,0.1,5,,,
3680,0.1,1,,,
3681,0.1,4,,,
3682,0.1,3,,,
3683,0.1,6,,,
3684,0.1,7,,,
3685,0.1,5,,,
3686,0.1,7,,,
3687,0.1,5,,,
3688,0.1,1,,,
